64358,25
44809,9
19581,5
98256,5
137762,5
131032,5
9034,5
25900,4
140580,4
60104,4
77894,3
77462,3
74035,3
68215,3
86177,3
30706,3
63721,3
60795,3
23972,3
57303,3
56601,3
55388,3
47525,3
87468,3
40141,3
37046,3
33881,3
9258,3
86174,3
144876,3
161561,2
5791,2
6331,2
7804,2
9102,2
9128,2
9396,2
10377,2
10832,2
11441,2
13198,2
13480,2
14326,2
14949,2
15330,2
16036,2
17083,2
18416,2
19349,2
20832,2
21988,2
22917,2
23710,2
24817,2
24900,2
25434,2
26204,2
26648,2
26698,2
26754,2
27038,2
27223,2
28295,2
29525,2
29537,2
30991,2
31377,2
31576,2
32111,2
32626,2
33634,2
34931,2
35078,2
35208,2
35981,2
36213,2
36479,2
38480,2
38749,2
38997,2
39363,2
39633,2
40122,2
40547,2
41495,2
42760,2
42934,2
43116,2
43197,2
43661,2
44219,2
44565,2
44637,2
44697,2
45215,2
45592,2
45849,2
45982,2
46329,2
46769,2
46860,2
46931,2
47558,2
48702,2
48706,2
51811,2
52582,2
54249,2
55009,2
55242,2
55746,2
55942,2
57093,2
57899,2
59754,2
61581,2
61810,2
62201,2
62254,2
62425,2
62654,2
62666,2
62841,2
62871,2
62872,2
62932,2
63513,2
63652,2
64345,2
64418,2
64951,2
65036,2
65677,2
65930,2
66250,2
66330,2
66331,2
66548,2
66682,2
67821,2
68096,2
69152,2
69799,2
70993,2
72013,2
72370,2
72495,2
72499,2
72586,2
72920,2
73046,2
73700,2
75801,2
76794,2
77189,2
78241,2
78274,2
78403,2
78534,2
79411,2
80229,2
81058,2
81106,2
81131,2
81612,2
82123,2
83019,2
83317,2
84111,2
84641,2
85150,2
85291,2
88993,2
90224,2
90398,2
90412,2
90880,2
91246,2
91324,2
91464,2
92236,2
93069,2
93324,2
93578,2
94652,2
94741,2
95148,2
95731,2
95745,2
95862,2
96514,2
96889,2
97273,2
98160,2
99339,2
100704,2
101152,2
102286,2
106361,2
106964,2
107329,2
108107,2
108126,2
108740,2
112390,2
112600,2
113852,2
115411,2
116296,2
116673,2
116851,2
117753,2
120579,2
120902,2
122543,2
124465,2
124659,2
125179,2
126170,2
126704,2
127250,2
127346,2
127458,2
127506,2
127581,2
128795,2
129343,2
130852,2
133560,2
133818,2
135091,2
135697,2
136373,2
136633,2
137088,2
137524,2
137782,2
137852,2
138062,2
138621,2
138864,2
138880,2
140214,2
142744,2
146116,2
146847,2
150994,2
151134,2
153699,2
158130,2
158582,2
159100,2
170,2
42054,1
42176,1
42201,1
42418,1
107377,1
42782,1
107735,1
42980,1
107813,1
153071,1
43285,1
43322,1
43408,1
43412,1
43422,1
43592,1
138877,1
43984,1
44141,1
44195,1
108672,1
44446,1
153428,1
44628,1
108937,1
110354,1
44808,1
6926,1
44985,1
44993,1
110593,1
110594,1
45708,1
111106,1
45944,1
111144,1
46012,1
46031,1
138937,1
46480,1
46707,1
46708,1
139137,1
113062,1
46894,1
139549,1
46958,1
47044,1
47067,1
47106,1
47267,1
47287,1
47308,1
47396,1
6824,1
113971,1
47877,1
48185,1
48352,1
48412,1
48429,1
48568,1
114541,1
114571,1
49084,1
49576,1
49799,1
49809,1
50071,1
50534,1
50602,1
51765,1
114955,1
51850,1
51944,1
51972,1
51976,1
52169,1
52248,1
52290,1
52336,1
52347,1
139718,1
52610,1
52619,1
53247,1
53666,1
53671,1
115918,1
54784,1
54826,1
54928,1
139882,1
55088,1
116304,1
6661,1
55539,1
55675,1
116316,1
55765,1
55844,1
55931,1
159699,1
56009,1
56038,1
6623,1
56743,1
56795,1
56822,1
56945,1
57011,1
140548,1
57299,1
6598,1
57384,1
57880,1
117317,1
57903,1
58042,1
58073,1
58426,1
58542,1
58554,1
59052,1
59199,1
59459,1
59638,1
59746,1
117418,1
59966,1
60077,1
6582,1
60114,1
60327,1
60471,1
6518,1
61121,1
61239,1
61247,1
61279,1
61508,1
61545,1
1633,1
61666,1
61729,1
61755,1
117787,1
61841,1
62041,1
62069,1
117949,1
118467,1
62266,1
119822,1
62565,1
62586,1
62612,1
119860,1
62664,1
140750,1
62675,1
62745,1
62747,1
62757,1
62822,1
141994,1
62861,1
142087,1
122736,1
122775,1
63050,1
63324,1
63374,1
63456,1
123163,1
63533,1
63546,1
123800,1
6385,1
63898,1
63979,1
64283,1
124137,1
6321,1
124281,1
64421,1
64672,1
64880,1
64898,1
142220,1
124564,1
65060,1
65094,1
65276,1
65302,1
65316,1
65604,1
142292,1
65716,1
65870,1
65888,1
124832,1
65981,1
124844,1
66260,1
66303,1
124953,1
125043,1
66413,1
66417,1
66480,1
125156,1
155575,1
66708,1
66773,1
66885,1
67043,1
67157,1
67384,1
67600,1
67699,1
67706,1
67729,1
67769,1
125189,1
67890,1
125259,1
5993,1
68413,1
68469,1
68562,1
68998,1
125868,1
69381,1
69713,1
142793,1
69826,1
69961,1
70398,1
70436,1
70828,1
70966,1
126666,1
71195,1
71279,1
71364,1
71852,1
143008,1
126821,1
127203,1
143212,1
127323,1
72801,1
72859,1
143255,1
72962,1
143270,1
73048,1
73199,1
73359,1
73458,1
73500,1
127505,1
73784,1
73896,1
73942,1
5963,1
74192,1
74370,1
75226,1
75638,1
75784,1
144524,1
76209,1
1524,1
77030,1
77048,1
127755,1
77244,1
5812,1
77468,1
77493,1
77548,1
77589,1
77886,1
5792,1
78078,1
78087,1
128175,1
128553,1
78303,1
78356,1
128707,1
78486,1
156116,1
78759,1
78801,1
78858,1
146825,1
79448,1
80082,1
129888,1
80478,1
80522,1
80907,1
80918,1
81001,1
130395,1
158129,1
3082,1
81165,1
81274,1
81418,1
131162,1
81675,1
81724,1
81825,1
82068,1
131397,1
82219,1
82394,1
82504,1
82542,1
82605,1
82931,1
131906,1
83083,1
133304,1
83342,1
83598,1
83825,1
83937,1
83962,1
147875,1
84319,1
149376,1
84747,1
85133,1
134080,1
85241,1
134092,1
85325,1
85453,1
85713,1
85804,1
5392,1
4862,1
86846,1
86856,1
87397,1
4228,1
87569,1
87668,1
87955,1
88027,1
88867,1
134364,1
89246,1
89504,1
89553,1
89566,1
89581,1
135042,1
90387,1
149663,1
135380,1
90415,1
90508,1
90590,1
90859,1
135641,1
91244,1
149800,1
91291,1
135817,1
91349,1
136292,1
91543,1
91916,1
150121,1
92315,1
136434,1
93074,1
93238,1
160659,1
93390,1
136638,1
93692,1
94077,1
94471,1
136679,1
136750,1
94922,1
95027,1
158498,1
95253,1
9189,1
9160,1
9350,1
95307,1
9483,1
9545,1
9792,1
95388,1
10387,1
10519,1
10596,1
10670,1
10736,1
10805,1
95460,1
11410,1
137173,1
11828,1
11934,1
12047,1
12157,1
12217,1
12383,1
12667,1
12683,1
12715,1
12996,1
13127,1
13134,1
137475,1
13436,1
151743,1
13512,1
13804,1
14069,1
14190,1
14192,1
95931,1
14390,1
14473,1
14932,1
137606,1
96693,1
15427,1
15967,1
16011,1
96872,1
16257,1
16313,1
16341,1
16834,1
16956,1
16970,1
17073,1
2859,1
17116,1
17198,1
17867,1
18050,1
18209,1
18380,1
18385,1
96964,1
18599,1
18622,1
18650,1
18909,1
19246,1
96972,1
9035,1
19708,1
19791,1
19859,1
19925,1
20127,1
20729,1
97023,1
21005,1
21173,1
21695,1
21809,1
21979,1
97108,1
22325,1
97109,1
23018,1
23224,1
23313,1
23423,1
97139,1
23762,1
23941,1
9027,1
24367,1
24657,1
151884,1
24875,1
97479,1
24903,1
25102,1
25197,1
97902,1
25548,1
25595,1
8762,1
26090,1
151885,1
3128,1
98500,1
99142,1
26769,1
152769,1
99490,1
27941,1
28127,1
99499,1
28630,1
28656,1
28935,1
29012,1
29151,1
99624,1
99733,1
29617,1
29907,1
29948,1
29953,1
30178,1
30340,1
30347,1
30420,1
30505,1
30523,1
30544,1
30552,1
8209,1
30758,1
30786,1
30816,1
30971,1
99811,1
31284,1
99854,1
100032,1
31637,1
31640,1
31727,1
31743,1
31750,1
31954,1
100310,1
32519,1
100631,1
33069,1
33187,1
33462,1
33514,1
33612,1
33613,1
138252,1
7626,1
33993,1
34091,1
34138,1
34287,1
34407,1
101080,1
101118,1
138455,1
35512,1
35574,1
35614,1
35748,1
35752,1
101456,1
152962,1
36356,1
102300,1
36554,1
36576,1
36980,1
7337,1
37216,1
37499,1
37529,1
37779,1
37793,1
37846,1
102972,1
38732,1
38736,1
103994,1
106046,1
39242,1
39278,1
138637,1
106479,1
39738,1
39887,1
40027,1
40082,1
106541,1
7310,1
40159,1
40319,1
40367,1
40392,1
40402,1
138737,1
40549,1
41357,1
41440,1
138803,1
41545,1
41644,1
41849,1
41953,1
